"#OTU ID","domain","phylum","class","order","family","genus","species"
"ASV_18","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Unknown"
"ASV_19","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_20","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown"
"ASV_21","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium","Unknown"
"ASV_22","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_23","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","Unknown"
"ASV_24","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas","denitrificans"
"ASV_25","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","segnis"
"ASV_26","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Unknown"
"ASV_27","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","ecb11","Unknown"
"ASV_28","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unknown"
"ASV_29","Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"ASV_30","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Unknown","Unknown"
"ASV_31","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Unknown"
"ASV_32","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","Unknown"
"ASV_33","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","muciniphila"
"ASV_34","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Unknown"
"ASV_35","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Unknown"
"ASV_36","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","Unknown","Unknown","Unknown"
"ASV_37","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_38","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_39","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Unknown"
"ASV_40","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_41","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Unknown","Unknown"
"ASV_42","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_43","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Unknown"
"ASV_44","Bacteria","Firmicutes","Bacilli","Gemellales","Gemellaceae","Gemella","Unknown"
"ASV_45","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unknown"
"ASV_46","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_47","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Unknown"
"ASV_48","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","Unknown","Unknown"
"ASV_49","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia","coli"
"ASV_50","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_51","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Unknown","Unknown"
"ASV_52","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Unknown","Unknown","Unknown"
"ASV_53","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]","Unknown"
"ASV_54","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Dialister","Unknown"
"ASV_55","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Unknown","Unknown"
"ASV_56","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas","denitrificans"
"ASV_57","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_58","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_59","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_60","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Unknown"
"ASV_61","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unknown","Unknown"
"ASV_62","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Unknown","Unknown"
"ASV_63","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","somerae"
"ASV_64","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_65","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium","acnes"
"ASV_66","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Sutterella","Unknown"
"ASV_67","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Unknown"
"ASV_68","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","Unknown","Unknown"
"ASV_69","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Unknown"
"ASV_70","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","gordonii"
"ASV_71","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_72","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_73","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","Unknown","Unknown","Unknown"
"ASV_74","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_75","Bacteria","Cyanobacteria","Chloroplast","Streptophyta","Unknown","Unknown","Unknown"
"ASV_76","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Unknown"
"ASV_77","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_78","Bacteria","Proteobacteria","Gammaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_79","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unknown","Unknown"
"ASV_80","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Unknown","Unknown"
"ASV_81","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unknown"
"ASV_82","Bacteria","Firmicutes","Clostridia","Clostridiales","Unknown","Unknown","Unknown"
"ASV_83","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","Unknown"
"ASV_84","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","mitochondria","Lardizabala","biternata"
"ASV_85","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Unknown","Unknown"
"ASV_86","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Unknown"
"ASV_87","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Unknown"
"ASV_88","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","Unknown"
"ASV_89","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Unknown","Unknown"
"ASV_90","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Unknown","Unknown"
"ASV_91","Bacteria","Proteobacteria","Gammaproteobacteria","Unknown","Unknown","Unknown","Unknown"
"ASV_92","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unknown"
"ASV_93","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_94","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","uniformis"
"ASV_95","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Anaerococcus","Unknown"
"ASV_96","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","nigrescens"
"ASV_97","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Unknown"
"ASV_98","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","Unknown"
"ASV_99","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Unknown","Unknown"
